己丑庚午戊辰戊午|土土金火土土土火
丙寅乙未戊子壬戌|火木木土土水水土
乙巳丙戌庚戌甲申|木火火土金土木金
戊寅丙辰丙午甲午|土木火土火火木火
甲子辛未癸丑癸亥|木水金土水土水水
乙丑壬午丙辰戊戌|木土水火火土土土
乙巳丁亥乙巳己卯|木火火水木火土木
辛巳丙申庚申戊寅|金火火金金金土木
癸亥癸亥辛酉乙未|水水水水金金木土
己未乙亥癸丑癸亥|土土木水水土水水
甲子丁丑壬寅甲辰|木水火土水木木土
甲辰辛未己巳甲戌|木土金土土火木土
甲子戊辰甲申癸酉|木水土土木金水金
乙丑丁亥戊戌壬戌|木土火水土土水土
庚午壬午丙寅辛卯|金火水火火木金木
乙巳乙酉庚辰丁亥|木火木金金土火水
辛卯戊戌乙巳辛巳|金木土土木火金火
庚戌己丑癸亥癸丑|金土土土水水水土
戊辰壬戌癸卯庚申|土土水土水木金金
丙子丙申己巳壬申|火水火金土火水金
乙卯庚辰壬申丙午|木木金土水金火火
庚戌丙戌丁酉戊申|金土火土火金土金
戊申庚申庚午丙子|土金金金金火火水
乙酉壬午辛卯戊子|木金水火金木土水
己亥庚午癸巳壬戌|土水金火水火水土
庚子庚辰乙丑壬午|金水金土木土水火
戊辰己未乙丑乙酉|土土土土木土木金
乙丑辛巳戊寅癸丑|木土金火土木水土
乙巳丙戌癸卯己未|木火火土水木土土
甲申辛未乙酉丁亥|木金金土木金火水
乙丑乙酉庚寅丁丑|木土木金金木火土
丁未丙午己未壬申|火土火火土土水金
丙辰戊戌甲辰辛未|火土土土木土金土
丁卯癸卯庚戌丁丑|火木水木金土火土
戊申己未丙子戊戌|土金土土火水土土
乙酉丁亥甲申辛未|木金火水木金金土
辛丑辛丑庚戌乙酉|金土金土金土木金
甲寅庚午丙戌丙申|木木金火火土火金
戊戌乙卯壬戌戊申|土土木木水土土金
己未庚午癸丑壬戌|土土金火水土水土
壬午庚戌庚戌乙酉|水火金土金土木金
戊辰戊午戊子戊午|土土土火土水土火
戊辰丁巳丙寅丁酉|土土火火火木火金
己亥乙亥丁未戊申|土水木水火土土金
己丑甲戌戊申壬戌|土土木土土金水土
丙戌甲午辛卯丙申|火土木火金木火金
丙午辛卯丁巳乙巳|火火金木火火木火
丙辰戊戌己巳丙寅|火土土土土火火木
己未甲戌丁未丁未|土土木土火土火土
戊辰甲寅戊申戊午|土土木木土金土火
庚午戊子庚申辛巳|金火土水金金金火
戊子戊午甲戌己巳|土水土火木土土火
癸未己未戊辰丙辰|水土土土土土火土
乙卯甲申甲子甲子|木木木金木水木水
丙申戊戌丁亥丙午|火金土土火水火火
丙申庚寅丁未壬寅|火金金木火土水木
甲辰己巳乙巳壬午|木土土火木火水火
己亥甲戌庚辰戊寅|土水木土金土土木
丁卯乙巳丙子丙申|火木木火火水火金
癸酉甲子戊午乙卯|水金木水土火木木
庚辰甲申辛亥己亥|金土木金金水土水
甲戌己巳辛酉甲午|木土土火金金木火
癸丑甲寅丙子戊子|水土木木火水土水
庚寅辛巳甲戌乙丑|金木金火木土木土
戊申辛酉己丑壬申|土金金金土土水金
戊子丙辰癸酉辛酉|土水火土水金金金
丁酉戊申癸酉丙辰|火金土金水金火土
丙申己亥乙卯戊寅|火金土水木木土木
丁丑壬寅戊辰壬戌|火土水木土土水土
壬辰己酉己卯辛未|水土土金土木金土
癸未己未庚午丙戌|水土土土金火火土
戊午丙辰己巳癸酉|土火火土土火水金
己未丙寅己未甲戌|土土火木土土木土
癸亥丁巳甲午癸酉|水水火火木火水金
壬寅己酉戊午丁巳|水木土金土火火火
壬寅庚戌戊戌戊午|水木金土土土土火
庚子戊子壬戌庚子|金水土水水土金水
庚申甲申甲寅甲子|金金木金木木木水
甲辰己巳癸丑丁巳|木土土火水土火火
乙卯戊寅癸未辛酉|木木土木水土金金
甲申戊辰辛巳己亥|木金土土金火土水
丁巳乙巳庚申丁亥|火火木火金金火水
乙卯己丑戊寅壬戌|木木土土土木水土
丙寅丙申庚辰癸未|火木火金金土水土
丙戌甲午辛亥戊戌|火土木火金水土土
甲午己巳庚寅辛巳|木火土火金木金火
乙亥戊寅乙亥甲申|木水土木木水木金
丙辰壬辰辛亥丁酉|火土水土金水火金
癸卯壬戌丁丑庚子|水木水土火土金水
己亥戊辰辛巳乙未|土水土土金火木土
己巳丙子壬寅癸卯|土火火水水木水木
辛酉己亥乙亥乙酉|金金土水木水木金
壬寅丁未癸丑壬戌|水木火土水土水土
庚午己卯甲戌癸酉|金火土木木土水金
壬辰戊申壬辰庚子|水土土金水土金水
癸未辛酉壬寅辛丑|水土金金水木金土
庚子己卯庚申癸未|金水土木金金水土
辛未庚子辛未己丑|金土金水金土土土
丁卯癸丑甲子甲戌|火木水土木水木土
庚申壬午己丑丁卯|金金水火土土火木
癸未丁巳丁卯庚戌|水土火火火木金土
乙酉甲申己未壬申|木金木金土土水金
己卯乙亥戊辰癸亥|土木木水土土水水
丙午丁酉庚戌丁亥|火火火金金土火水
己卯庚午癸未戊午|土木金火水土土火
辛亥庚寅辛亥辛卯|金水金木金水金木
己酉丙子癸丑癸丑|土金火水水土水土
辛卯庚寅己未甲子|金木金木土土木水
庚寅己卯壬戌戊申|金木土木水土土金
壬寅甲辰癸卯己未|水木木土水木土土
丙子丁酉乙卯乙酉|火水火金木木木金
戊子甲子癸卯壬戌|土水木水水木水土
癸卯戊午丁丑癸卯|水木土火火土水木
壬午丙午庚子乙酉|水火火火金水木金
癸丑丁巳丙申戊戌|水土火火火金土土
癸酉甲寅庚申丙子|水金木木金金火水
乙丑乙酉癸未乙卯|木土木金水土木木
乙卯己卯丁未辛丑|木木土木火土金土
庚戌丙戌辛丑乙未|金土火土金土木土
戊子甲子辛巳丁酉|土水木水金火火金
庚戌乙酉己卯壬申|金土木金土木水金
丙戌乙未戊戌戊午|火土木土土土土火
丁酉戊申辛巳壬辰|火金土金金火水土
乙巳壬午戊戌己未|木火水火土土土土
壬寅己酉癸亥壬戌|水木土金水水水土
辛亥庚子戊子丁巳|金水金水土水火火
壬子辛亥庚寅丁亥|水水金水金木火水
庚申己卯壬子乙巳|金金土木水水木火
庚辰己卯乙酉乙酉|金土土木木金木金
壬戌丙午丁丑庚戌|水土火火火土金土
乙巳丙戌丁丑乙巳|木火火土火土木火
甲寅乙亥辛巳甲午|木木木水金火木火
壬子癸丑丙辰戊戌|水水水土火土土土
辛卯庚寅庚寅丁丑|金木金木金木火土
己卯丙子丙申己亥|土木火水火金土水
丁酉癸卯戊寅庚申|火金水木土木金金
辛巳庚子丙午戊子|金火金水火火土水
庚午乙酉癸亥壬戌|金火木金水水水土
戊申丙辰壬辰辛亥|土金火土水土金水
甲申戊辰壬申癸卯|木金土土水金水木
甲午丙寅甲午丁卯|木火火木木火火木
癸未庚申乙亥丁亥|水土金金木水火水
丙午乙未己未壬申|火火木土土土水金
己卯乙亥己巳丁卯|土木木水土火火木
壬寅戊申甲午乙丑|水木土金木火木土
戊辰甲子乙卯壬午|土土木水木木水火
癸卯甲寅癸巳辛酉|水木木木水火金金
己亥辛未丙申壬辰|土水金土火金水土
丙戌辛卯乙卯庚辰|火土金木木木金土
己丑己巳己未癸酉|土土土火土土水金
辛卯庚寅戊寅丙辰|金木金木土木火土
丁卯丙午丙寅戊戌|火木火火火木土土
丙寅辛丑丁丑乙巳|火木金土火土木火
丙申丁酉丁巳甲辰|火金火金火火木土
丁未甲辰戊子乙卯|火土木土土水木木
甲戌丁卯丙戌己丑|木土火木火土土土
丁丑辛亥丁未辛亥|火土金水火土金水
癸酉己未丁未己酉|水金土土火土土金
庚寅丁亥壬戌丁未|金木火水水土火土
庚寅己丑壬子戊申|金木土土水水土金
乙丑戊寅甲戌癸酉|木土土木木土水金
辛亥癸巳癸酉庚申|金水水火水金金金
癸未癸亥丙午乙未|水土水水火火木土
甲寅乙亥戊午戊午|木木木水土火土火
己丑丁卯丁卯甲辰|土土火木火木木土
壬申丁未丙午丙申|水金火土火火火金
庚寅戊寅丁亥庚戌|金木土木火水金土
戊寅己未丙辰甲午|土木土土火土木火
辛巳庚子癸丑丁巳|金火金水水土火火
丙午辛丑丙戌丙申|火火金土火土火金
辛酉甲午庚辰丁丑|金金木火金土火土
甲辰丁丑甲寅甲子|木土火土木木木水
辛丑庚子甲辰壬申|金土金水木土水金
乙亥己卯壬戌己酉|木水土木水土土金
丁未辛亥丙午乙未|火土金水火火木土
癸未丁巳丁亥壬寅|水土火火火水水木
戊申辛酉癸卯癸丑|土金金金水木水土
乙酉壬午丁巳甲辰|木金水火火火木土
戊子戊午癸卯己未|土水土火水木土土
辛亥己亥丙辰己丑|金水土水火土土土
乙卯丙戌癸丑壬戌|木木火土水土水土
戊辰甲寅甲寅己巳|土土木木木木土火
戊午乙丑癸丑庚申|土火木土水土金金
戊寅庚申戊寅辛酉|土木金金土木金金
己丑戊辰己丑辛未|土土土土土土金土
甲子甲戌癸亥丙辰|木水木土水水火土
壬寅壬寅丙戌壬辰|水木水木火土水土
丙申丙申辛巳庚寅|火金火金金火金木
壬辰戊申己丑壬申|水土土金土土水金
戊戌戊午己卯癸酉|土土土火土木水金
戊午辛酉辛酉辛卯|土火金金金金金木
壬午壬子戊戌癸丑|水火水水土土水土
乙未壬午癸未癸丑|木土水火水土水土
丁亥壬子丁丑甲辰|火水水水火土木土
戊申甲子丁亥庚戌|土金木水火水金土
甲戌甲戌戊寅癸亥|木土木土土木水水
庚子乙酉辛亥壬辰|金水木金金水水土
丙午壬辰壬辰辛丑|火火水土水土金土
甲寅壬申庚戌丙子|木木水金金土火水
辛未庚寅己亥甲子|金土金木土水木水
壬戌丁未壬辰戊申|水土火土水土土金
辛丑壬辰辛丑己亥|金土水土金土土水
壬午乙巳辛卯己亥|水火木火金木土水
甲午乙亥丁亥戊申|木火木水火水土金
戊寅丙辰辛亥癸巳|土木火土金水水火
辛卯辛丑甲子甲子|金木金土木水木水
戊戌丁巳己巳乙丑|土土火火土火木土
癸巳丙辰戊子甲寅|水火火土土水木木
丁巳辛亥丁巳癸卯|火火金水火火水木
丙子庚寅辛未己丑|火水金木金土土土
丙午戊戌己未乙亥|火火土土土土木水
壬戌壬子戊午庚申|水土水水土火金金
丁亥己酉丁酉壬寅|火水土金火金水木
戊子壬戌戊申甲寅|土水水土土金木木
丁未甲辰壬寅庚子|火土木土水木金水
壬申辛亥癸丑庚申|水金金水水土金金
庚戌丁亥乙酉丁亥|金土火水木金火水
乙未乙酉甲午戊辰|木土木金木火土土
己酉戊辰丙申丙申|土金土土火金火金
辛未癸巳乙巳己卯|金土水火木火土木
癸丑癸亥丙申乙未|水土水水火金木土
己巳庚午丁卯己酉|土火金火火木土金
癸酉乙丑戊午丁巳|水金木土土火火火
乙酉戊寅甲戌庚午|木金土木木土金火
乙卯庚辰庚寅戊寅|木木金土金木土木
辛酉庚寅甲戌甲戌|金金金木木土木土
壬辰癸卯壬申己酉|水土水木水金土金
丁巳庚戌壬午癸卯|火火金土水火水木
辛未庚子丙辰壬辰|金土金水火土水土
乙丑己卯癸酉癸亥|木土土木水金水水
庚申壬午庚辰丙子|金金水火金土火水
丁酉辛亥丙申丙申|火金金水火金火金
庚辰丙戌壬辰辛丑|金土火土水土金土
丙寅壬辰丙寅壬辰|火木水土火木水土
辛酉庚寅乙卯乙酉|金金金木木木木金
戊子乙卯癸亥戊午|土水木木水水土火
己亥戊辰乙亥癸未|土水土土木水水土
癸丑丁巳丁巳甲辰|水土火火火火木土
癸巳丁巳辛卯辛卯|水火火火金木金木
癸未己未壬辰丙午|水土土土水土火火
癸卯庚申丙午丁酉|水木金金火火火金
戊午甲寅甲寅甲子|土火木木木木木水
壬辰己酉壬午己酉|水土土金水火土金
甲午丁卯丁亥丁未|木火火木火水火土
癸未丙辰乙丑庚辰|水土火土木土金土
戊寅己未庚辰丙戌|土木土土金土火土
癸未辛酉辛亥丙申|水土金金金水火金
己巳戊辰壬子丙午|土火土土水水火火
壬申甲辰丙申丁酉|水金木土火金火金
甲午甲戌甲寅辛未|木火木土木木金土
癸亥丙辰己亥癸酉|水水火土土水水金
庚子丙戌辛未戊子|金水火土金土土水
乙未辛巳丁卯辛亥|木土金火火木金水
辛未甲午乙卯戊寅|金土木火木木土木
庚辰壬午乙巳辛巳|金土水火木火金火
丁巳乙巳庚辰丁丑|火火木火金土火土
甲申丙子丁巳己酉|木金火水火火土金
乙酉乙酉甲子丙寅|木金木金木水火木
丙戌庚子甲子甲戌|火土金水木水木土
癸丑甲寅戊午丁巳|水土木木土火火火
癸未乙丑乙亥己卯|水土木土木水土木
癸巳壬戌辛酉丙申|水火水土金金火金
乙卯己卯丁卯癸卯|木木土木火木水木
己丑庚午丁未乙巳|土土金火火土木火
戊戌丙辰癸丑癸丑|土土火土水土水土
戊午庚申己酉乙丑|土火金金土金木土
壬申壬寅乙亥壬午|水金水木木水水火
己未己巳甲申丁卯|土土土火木金火木
癸卯壬戌丁丑戊申|水木水土火土土金
庚寅甲申庚申丁亥|金木木金金金火水
癸卯乙丑乙亥乙酉|水木木土木水木金
壬寅丁未乙卯癸未|水木火土木木水土
己巳乙亥壬辰癸卯|土火木水水土水木
庚戌癸未庚辰己卯|金土水土金土土木
己巳丙子庚寅庚辰|土火火水金木金土
丁巳己酉己酉甲子|火火土金土金木水
甲午癸酉丁酉丁未|木火水金火金火土
戊辰丁巳丁巳庚戌|土土火火火火金土
乙巳丁亥戊寅癸亥|木火火水土木水水
辛丑辛卯乙未戊寅|金土金木木土土木
辛酉辛卯癸丑癸丑|金金金木水土水土
乙酉癸未庚子丁丑|木金水土金水火土
甲子乙亥甲申己巳|木水木水木金土火
戊午戊午丁巳庚子|土火土火火火金水
庚申己卯丁酉辛丑|金金土木火金金土
壬寅乙巳己卯癸酉|水木木火土木水金
丙午庚寅辛酉己丑|火火金木金金土土
庚申癸未壬午庚戌|金金水土水火金土
丁未甲辰甲申乙亥|火土木土木金木水
辛卯壬辰癸未庚申|金木水土水土金金
丙午丙申辛丑癸巳|火火火金金土水火
庚子壬午甲寅丁卯|金水水火木木火木
壬戌癸丑甲子乙亥|水土水土木水木水
戊午壬戌甲子丁卯|土火水土木水火木
辛酉丙申辛卯壬辰|金金火金金木水土
丁卯辛亥辛亥壬辰|火木金水金水水土
癸亥丁巳丁丑辛丑|水水火火火土金土
癸丑乙卯壬辰丙午|水土木木水土火火
己丑戊辰己卯乙丑|土土土土土木木土
辛卯丙申壬子壬寅|金木火金水水水木
甲子乙亥己亥庚午|木水木水土水金火
丙戌丁酉甲午戊辰|火土火金木火土土
戊戌乙丑癸卯己未|土土木土水木土土
丁巳庚戌甲子丙寅|火火金土木水火木
乙亥庚辰壬申戊申|木水金土水金土金
辛卯丙申甲寅丙寅|金木火金木木火木
辛巳甲午壬戌癸卯|金火木火水土水木
壬午庚戌丙申己亥|水火金土火金土水
癸卯辛酉庚戌甲申|水木金金金土木金
戊午戊午己巳庚午|土火土火土火金火
乙未庚辰丙辰戊戌|木土金土火土土土
己巳辛未壬寅乙巳|土火金土水木木火
癸亥癸亥辛亥乙未|水水水水金水木土
甲子庚午丙申辛卯|木水金火火金金木
甲子癸酉乙未丁亥|木水水金木土火水
辛酉庚子辛亥壬辰|金金金水金水水土
乙酉壬午癸丑甲寅|木金水火水土木木
戊子庚申壬寅乙巳|土水金金水木木火
壬寅甲辰丙辰甲午|水木木土火土木火
甲寅丙子己未癸酉|木木火水土土水金
庚申庚辰壬申癸卯|金金金土水金水木
甲子丙寅乙卯丁丑|木水火木木木火土
癸丑乙卯甲申癸酉|水土木木木金水金
壬午甲辰乙丑丙子|水火木土木土火水
戊辰戊午辛酉辛卯|土土土火金金金木
丙午甲午乙未壬午|火火木火木土水火
